日期,代號,名稱,外資(張),投信(張),自營(張),三大法人合計
2026-07-29,2354,鴻準,-592.133,10.0,-661.669,-1243.802
2026-07-29,2355,敬鵬,1201.985,0.0,1000.639,2202.624
2026-07-29,2356,英業達,7498.082,751.426,7373.498,15623.006
2026-07-29,2357,華碩,1574.587,52.328,1716.059,3342.974
2026-07-29,2359,所羅門,-133.992,0.0,-86.312,-220.304
2026-07-29,2360,致茂,-608.627,569.614,-468.253,-507.2659999999999
2026-07-29,2362,藍天,247.336,0.0,285.206,532.542
2026-07-29,2363,矽統,-978.947,10.0,-1249.195,-2218.142
2026-07-29,2364,倫飛,-71.648,0.0,-71.814,-143.462
2026-07-29,2365,昆盈,472.964,0.0,462.112,935.076
2026-07-29,2367,燿華,5235.966,0.0,5081.81,10317.776000000002
2026-07-29,2368,金像電,1513.806,-886.993,1680.028,2306.841
2026-07-29,2369,菱生,-2628.569,0.0,-3195.377,-5823.946
2026-07-29,2371,大同,2540.258,6.0,2292.374,4838.632
2026-07-29,2373,震旦行,63.1,0.0,67.1,130.2
2026-07-29,2374,佳能,662.532,3.0,509.418,1174.95
2026-07-29,2375,凱美,1254.545,0.0,1211.775,2466.32
2026-07-29,2376,技嘉,-469.685,313.245,-605.583,-762.0229999999999
2026-07-29,2377,微星,-198.836,126.0,-720.14,-792.976
2026-07-29,2379,瑞昱,146.041,243.383,-140.957,248.467
2026-07-29,2380,虹光,-1.0,0.0,-1.0,-2.0
2026-07-29,2382,廣達,519.439,371.799,-1226.521,-335.283
2026-07-29,2383,台光電,50.375,6.03,82.693,139.098
2026-07-29,2385,群光,-1692.465,15.607,-1672.049,-3348.907
2026-07-29,2387,精元,-245.58,0.0,-222.326,-467.906
2026-07-29,2388,威盛,-283.342,10.0,-1080.566,-1353.908
2026-07-29,2390,云辰,-137.6,0.0,-128.948,-266.548
2026-07-29,2392,正崴,-1227.518,5.0,-1325.402,-2547.92
2026-07-29,2393,億光,-1124.511,2.0,-1123.177,-2245.688
2026-07-29,2395,研華,-677.219,807.085,-546.873,-417.00700000000006
2026-07-29,2397,友通,-134.0,0.0,-132.0,-266.0
2026-07-29,2399,映泰,1546.674,0.0,1559.718,3106.392
2026-07-29,2401,凌陽,-876.562,5.0,-1543.032,-2414.594
2026-07-29,2402,毅嘉,321.104,0.0,-72.968,248.136
2026-07-29,2404,漢唐,-48.193,274.0,-100.111,125.696
2026-07-29,2405,輔信,-590.0,0.0,-602.0,-1192.0
2026-07-29,2406,國碩,-2275.419,0.0,-2375.095,-4650.513999999999
2026-07-29,2408,南亞科,-4426.51,-1684.152,-4622.124,-10732.786
2026-07-29,2409,友達,17554.027,93.754,12472.193,30119.974
2026-07-29,2412,中華電,12934.049,-564.666,14388.625,26758.008
2026-07-29,2413,環科,306.492,0.0,315.314,621.806
2026-07-29,2414,精技,65.7,0.0,55.7,121.4
2026-07-29,2415,錩新,91.854,0.0,92.536,184.39
2026-07-29,2417,圓剛,434.576,0.0,440.576,875.152
2026-07-29,2419,仲琦,180.991,0.0,161.959,342.95000000000005
2026-07-29,2420,新巨,-45.812,6.0,-36.012,-75.824
2026-07-29,2421,建準,-163.833,2.0,-212.279,-374.112
2026-07-29,2423,固緯,54.5,0.0,56.5,111.0
2026-07-29,2424,隴華,12.0,0.0,12.0,24.0
2026-07-29,2425,承啟,-407.618,0.0,-383.618,-791.236
2026-07-29,2426,鼎元,-321.721,0.0,-290.345,-612.066
2026-07-29,2427,三商電,188.5,0.0,188.5,377.0
2026-07-29,2428,興勤,552.031,0.0,525.329,1077.36
2026-07-29,2429,銘旺科,33.641,0.0,-32.359,1.2819999999999965
2026-07-29,2430,燦坤,14.0,0.0,14.0,28.0
2026-07-29,2431,聯昌,8.939,0.0,55.283,64.22200000000001
2026-07-29,2432,倚天酷碁-創,4.1,0.0,34.1,38.2
2026-07-29,2433,互盛電,17.5,0.0,19.5,37.0
2026-07-29,2434,統懋,2.3,0.0,0.3,2.6
2026-07-29,2436,偉詮電,-409.812,10.0,-686.996,-1086.808
2026-07-29,2438,翔耀,14.1,0.0,8.1,22.2
2026-07-29,2439,美律,-190.825,0.0,-338.523,-529.348
2026-07-29,2440,太空梭,-93.447,0.0,-67.447,-160.894
2026-07-29,2441,超豐,-1652.789,6.0,-1903.423,-3550.212
2026-07-29,2442,新美齊,322.703,0.0,239.895,562.598
2026-07-29,2444,兆勁,-55.2,0.0,-57.2,-112.4
2026-07-29,2449,京元電子,-4579.628,4.758,-4496.702,-9071.572
2026-07-29,2450,神腦,54.0,0.0,54.0,108.0
2026-07-29,2451,創見,9.909,6.0,173.385,189.294
2026-07-29,2453,凌群,-163.869,0.0,-157.869,-321.738
2026-07-29,2454,聯發科,-169.676,-1.217,301.22,130.32700000000003
2026-07-29,2455,全新,-224.782,23.0,-578.584,-780.366
2026-07-29,2457,飛宏,-163.9,0.0,-283.694,-447.5940000000001
2026-07-29,2458,義隆,687.616,8.0,549.198,1244.814
2026-07-29,2459,敦吉,-5.2,0.0,-3.2,-8.4
2026-07-29,2460,建通,322.95,0.0,328.95,651.9
2026-07-29,2461,光群雷,-87.987,0.0,-47.987,-135.974
2026-07-29,2462,良得電,-42.195,0.0,-30.195,-72.39
2026-07-29,2464,盟立,767.4,280.0,615.968,1663.368
2026-07-29,2465,麗臺,-71.181,0.0,-73.181,-144.362
2026-07-29,2466,冠西電,27.881,0.0,37.881,65.762
2026-07-29,2467,志聖,-92.807,29.0,-75.141,-138.948
2026-07-29,2468,華經,159.211,0.0,159.211,318.422
2026-07-29,2471,資通,-140.912,0.0,-138.912,-279.824
2026-07-29,2472,立隆電,1770.066,-18.0,1730.95,3483.016
2026-07-29,2474,可成,-499.237,28.0,-966.675,-1437.912
2026-07-29,2476,鉅祥,829.29,0.0,734.574,1563.864
2026-07-29,2477,美隆電,35.8,0.0,35.8,71.6
2026-07-29,2478,大毅,589.222,0.0,569.662,1158.884
2026-07-29,2480,敦陽科,43.374,0.0,46.756,90.13
2026-07-29,2481,強茂,500.189,-1313.0,-420.829,-1233.64
2026-07-29,2482,連宇,-88.636,0.0,-74.18,-162.816
2026-07-29,2483,百容,-21.251,0.0,28.749,7.497999999999997
2026-07-29,2484,希華,2782.573,0.0,2794.189,5576.762
2026-07-29,2485,兆赫,3385.121,0.0,3057.913,6443.034
2026-07-29,2486,一詮,606.181,80.0,-49.917,636.264
2026-07-29,2488,漢平,-34.629,0.0,-34.629,-69.258
2026-07-29,2489,瑞軒,4402.381,6.0,4316.241,8724.622
2026-07-29,2491,吉祥全,299.4,0.0,297.4,596.8
2026-07-29,2492,華新科,87.663,13.0,-1133.961,-1033.298
2026-07-29,2493,揚博,311.483,0.0,208.733,520.216
2026-07-29,2495,普安,742.049,8.0,660.445,1410.494
2026-07-29,2496,卓越,-2.0,0.0,-2.0,-4.0
2026-07-29,2497,怡利電,1012.1,0.0,1019.5,2031.6
2026-07-29,2498,宏達電,-824.211,0.0,-1204.799,-2029.01
2026-07-29,2501,國建,266.028,0.0,307.544,573.572
2026-07-29,2504,國產,212.116,562.0,326.116,1100.232
2026-07-29,2505,國揚,137.7,0.0,153.7,291.4
2026-07-29,2506,太設,20.8,0.0,26.8,47.6
2026-07-29,2509,全坤建,18.9,0.0,20.9,39.8
2026-07-29,2511,太子,1003.851,0.0,1063.851,2067.702
2026-07-29,2514,龍邦,68.9,0.0,77.388,146.288
2026-07-29,2515,中工,-1401.219,0.0,-1429.547,-2830.766
2026-07-29,2516,新建,59.933,0.0,61.933,121.866
2026-07-29,2520,冠德,9.123,6.0,-16.987,-1.863999999999999
2026-07-29,2524,京城,128.4,0.0,132.4,260.8
2026-07-29,2527,宏璟,314.304,0.0,290.332,604.636
2026-07-29,2528,皇普,201.349,0.0,203.349,404.698
2026-07-29,2530,華建,1018.234,0.0,980.016,1998.25
2026-07-29,2534,宏盛,564.79,0.0,584.79,1149.58
2026-07-29,2535,達欣工,48.403,1.0,57.029,106.432
2026-07-29,2536,宏普,297.39,0.0,305.39,602.78
2026-07-29,2537,聯上發,245.03,0.0,297.03,542.06
2026-07-29,2538,基泰,50.8,0.0,66.8,117.6
2026-07-29,2539,櫻花建,1754.139,0.0,1860.607,3614.746
2026-07-29,2540,愛山林,1007.39,0.0,2213.39,3220.78
2026-07-29,2542,興富發,1472.891,174.0,2072.611,3719.502
2026-07-29,2543,皇昌,-170.291,3.0,-165.857,-333.148
2026-07-29,2545,皇翔,84.159,0.0,108.147,192.306
2026-07-29,2546,根基,188.367,0.0,190.367,378.734
2026-07-29,2547,日勝生,1919.568,0.0,1918.84,3838.408
2026-07-29,2548,華固,-394.071,2.0,-325.513,-717.5840000000001
2026-07-29,2596,綠意,10.0,8.079,0.0,8.079
2026-07-29,2597,潤弘,140.733,3.0,155.027,298.76
2026-07-29,2601,益航,553.99,0.0,565.99,1119.98
2026-07-29,2603,長榮,3688.87,147.199,3820.044,7656.112999999999
2026-07-29,2605,新興,1239.703,6.0,1064.497,2310.2
2026-07-29,2606,裕民,-42.536,1.0,-158.4,-199.936
2026-07-29,2607,榮運,332.083,0.0,354.083,686.166
2026-07-29,2608,嘉里大榮,647.462,0.0,645.462,1292.924
2026-07-29,2609,陽明,4679.453,1.887,4584.945,9266.285
2026-07-29,2610,華航,14106.422,509.0,12748.056,27363.478000000003
2026-07-29,2611,志信,35.867,0.0,1.867,37.734
2026-07-29,2612,中航,-23.911,0.0,-37.747,-61.658
2026-07-29,2613,中櫃,151.6,0.0,153.6,305.2
2026-07-29,2614,東森,105.266,0.0,109.266,214.532
2026-07-29,2615,萬海,4724.215,96.247,4824.839,9645.301
2026-07-29,2616,山隆,48.5,0.0,44.486,92.986
2026-07-29,2617,台航,220.3,0.0,224.458,444.758
2026-07-29,2618,長榮航,12757.838,-2887.721,13516.592,23386.709000000003
2026-07-29,2630,亞航,1002.997,0.0,810.935,1813.932
2026-07-29,2633,台灣高鐵,2159.764,430.0,2375.764,4965.528
2026-07-29,2634,漢翔,2061.072,7.0,1304.048,3372.12
2026-07-29,2636,台驊控股,148.955,0.0,153.847,302.802
2026-07-29,2637,慧洋-KY,279.742,202.0,130.2,611.942
2026-07-29,2640,大車隊,4.93,3.804,0.0,3.804
2026-07-29,2641,正德,-339.284,-348.047,0.0,-348.047
2026-07-29,2642,宅配通,10.7,0.0,10.7,21.4
2026-07-29,2643,捷迅,-8.0,-8.0,0.0,-8.0
2026-07-29,2645,長榮航太,372.425,3.0,414.309,789.734
2026-07-29,2646,星宇航空,2381.098,10.0,2418.078,4809.176
2026-07-29,2701,萬企,49.9,0.0,57.9,107.8
2026-07-29,2702,華園,32.7,0.0,36.7,69.4
2026-07-29,2704,國賓,64.4,0.0,66.4,130.8
2026-07-29,2705,六福,44.3,0.0,48.3,92.6
2026-07-29,2706,第一店,157.8,0.0,147.8,305.6
2026-07-29,2707,晶華,169.066,0.0,173.066,342.132
2026-07-29,2712,遠雄來,12.785,0.0,12.785,25.57
2026-07-29,2718,全心投控,8.0,-11.899,0.0,-11.899
2026-07-29,2719,燦星旅,0.0,0.522,0.0,0.522
2026-07-29,2722,夏都,21.5,0.0,21.5,43.0
2026-07-29,2723,美食-KY,102.777,0.0,98.151,200.928
2026-07-29,2724,藝舍-KY,-1.0,-0.429,0.0,-0.429
2026-07-29,2727,王品,428.029,1.0,352.297,781.326
2026-07-29,2729,瓦城,-1.824,-1.824,0.0,-1.824
2026-07-29,2731,雄獅,258.6,0.0,260.494,519.094
2026-07-29,2732,六角,9.0,9.236,0.0,9.236
2026-07-29,2734,易飛網,-30.0,-30.135,0.0,-30.135
2026-07-29,2736,富野,-10.0,-9.9,0.0,-9.9
2026-07-29,2739,寒舍,73.6,0.0,67.6,141.2
2026-07-29,2740,華軒,-0.412,-0.412,0.0,-0.412
2026-07-29,2743,山富,96.0,96.396,0.0,96.396
2026-07-29,2745,五福,37.0,37.044,0.0,37.044
2026-07-29,2748,雲品,-14.1,0.0,-0.1,-14.2
2026-07-29,2751,王座,-1.0,-1.0,0.0,-1.0
2026-07-29,2752,豆府,0.0,0.0,0.0,0.0
2026-07-29,2753,八方雲集,35.517,0.0,39.791,75.30799999999999
2026-07-29,2754,亞洲藏壽司,-2.0,-2.0,0.0,-2.0
2026-07-29,2755,揚秦,26.0,26.0,0.0,26.0
2026-07-29,2756,聯發國際,-9.0,-9.0,0.0,-9.0
2026-07-29,2762,世界健身-KY,79.0,0.0,87.0,166.0
2026-07-29,2801,彰銀,-11111.594,685.0,-940.196,-11366.79
2026-07-29,2812,台中銀,-4059.981,11.0,-3679.981,-7728.962
2026-07-29,2816,旺旺保,-26.0,0.0,-26.0,-52.0
2026-07-29,2820,華票,-490.446,0.0,-456.434,-946.88
2026-07-29,2832,台產,116.563,0.0,120.563,237.126
2026-07-29,2834,臺企銀,-12790.005,112.0,-12258.491,-24936.496
2026-07-29,2836,高雄銀,3604.3,0.0,3344.79,6949.09
2026-07-29,2838,聯邦銀,-727.021,28.0,-442.545,-1141.566
2026-07-29,2845,遠東銀,-128.959,490.0,101.041,462.082
2026-07-29,2849,安泰銀,602.3,0.0,690.3,1292.6
2026-07-29,2850,新產,224.117,2.0,248.117,474.234
2026-07-29,2851,中再保,419.288,0.0,439.522,858.81
2026-07-29,2852,第一保,116.3,0.0,120.3,236.6
2026-07-29,2855,統一證,-403.19,619.0,-403.19,-187.38
2026-07-29,2867,三商壽,4105.688,0.0,8743.688,12849.376
2026-07-29,2880,華南金,-2227.872,3181.685,6588.374,7542.187
2026-07-29,2881,富邦金,795.517,3093.485,3637.881,7526.883
2026-07-29,2882,國泰金,-3446.605,3211.224,-65.217,-300.59799999999984
2026-07-29,2883,凱基金,-4961.412,5449.029,4056.014,4543.631
2026-07-29,2884,玉山金,123.355,997.327,6429.593,7550.275
2026-07-29,2885,元大金,-5173.976,2410.96,514.78,-2248.236
2026-07-29,2886,兆豐金,-3373.804,5321.87,4398.742,6346.808
2026-07-29,2887,台新新光金,-4816.549,2420.353,6987.325,4591.129
2026-07-29,2889,國票金,-1377.4,0.0,-1149.53,-2526.9300000000003
2026-07-29,2890,永豐金,2923.198,2142.995,8844.492,13910.685
2026-07-29,2891,中信金,-1520.731,11833.583,3603.207,13916.059
2026-07-29,2892,第一金,-5851.608,1760.945,3427.188,-663.4750000000004
2026-07-29,2897,王道銀行,2646.34,0.0,2840.34,5486.68
2026-07-29,2901,欣欣,10.3,0.0,12.3,22.6
2026-07-29,2903,遠百,1707.282,9.0,1656.624,3372.906
2026-07-29,2904,匯僑,12.4,0.0,18.4,30.8
2026-07-29,2905,三商,910.001,0.0,934.001,1844.002
2026-07-29,2906,高林,201.7,0.0,217.7,419.4
2026-07-29,2908,特力,123.9,0.0,147.9,271.8
2026-07-29,2910,統領,42.1,0.0,36.08,78.18
2026-07-29,2911,麗嬰房,-16.674,0.0,-14.674,-31.348
2026-07-29,2912,統一超,111.233,622.0,55.185,788.4179999999999
2026-07-29,2913,農林,-801.926,0.0,-783.382,-1585.308
2026-07-29,2915,潤泰全,1511.246,0.0,1563.246,3074.492
2026-07-29,2916,滿心,24.0,24.0,0.0,24.0
2026-07-29,2923,鼎固-KY,313.25,0.0,330.668,643.918
2026-07-29,2926,誠品生活,0.0,-0.001,0.0,-0.001
2026-07-29,2929,淘帝-KY,9.9,0.0,9.9,19.8
2026-07-29,2937,集雅社,0.0,2.0,0.0,2.0
2026-07-29,2939,永邑-KY,15.0,0.0,9.0,24.0
2026-07-29,2945,三商家購,12.2,0.0,14.2,26.4
2026-07-29,3002,歐格,73.8,0.0,59.91,133.70999999999998
2026-07-29,3003,健和興,3.7,0.0,11.808,15.508
2026-07-29,3004,豐達科,-242.344,0.0,-246.394,-488.738
2026-07-29,3005,神基,749.739,3.0,827.213,1579.952
2026-07-29,3006,晶豪科,-1492.77,8.0,-1836.15,-3320.92
2026-07-29,3008,大立光,-273.701,111.017,-305.753,-468.437
2026-07-29,3010,華立,-497.87,2.0,-566.568,-1062.438
2026-07-29,3011,今皓,-298.0,0.0,-300.0,-598.0
2026-07-29,3013,晟銘電,1040.018,2.0,944.828,1986.846
2026-07-29,3014,聯陽,-293.49,0.0,-285.882,-579.3720000000001
2026-07-29,3015,全漢,-174.752,8.0,-183.326,-350.078
2026-07-29,3016,嘉晶,-351.418,0.0,-422.978,-774.396
2026-07-29,3017,奇鋐,-76.055,-137.941,13.559,-200.437
2026-07-29,3018,隆銘綠能,2.0,0.0,122.298,124.298
2026-07-29,3019,亞光,-674.054,0.0,-1099.052,-1773.1059999999998
2026-07-29,3021,鴻名,-2.3,0.0,-0.3,-2.6
2026-07-29,3022,威強電,89.219,0.0,-39.811,49.408
2026-07-29,3023,信邦,-140.134,11.0,11.552,-117.582
2026-07-29,3024,憶聲,-26.502,0.0,-28.502,-55.004
2026-07-29,3025,星通,-64.96,0.0,-63.348,-128.308
2026-07-29,3026,禾伸堂,361.552,2.0,415.264,778.816
2026-07-29,3027,盛達,90.162,0.0,119.628,209.79
2026-07-29,3028,增你強,-352.338,2.0,-698.796,-1049.134
2026-07-29,3029,零壹,1.837,0.0,-0.495,1.342
2026-07-29,3030,德律,304.205,2.0,100.793,406.998
2026-07-29,3031,佰鴻,386.0,0.0,387.752,773.752
2026-07-29,3032,偉訓,-15.109,0.0,-38.551,-53.66
2026-07-29,3033,威健,322.4,2.0,114.502,438.902
2026-07-29,3034,聯詠,1679.253,77.303,1521.447,3278.003
2026-07-29,3035,智原,-584.58,0.0,-1662.052,-2246.632
2026-07-29,3036,文曄,1007.132,140.844,1275.058,2423.034
2026-07-29,3037,欣興,-3951.277,1917.242,-3248.421,-5282.456
2026-07-29,3038,全台,-161.72,0.0,-157.72,-319.44
2026-07-29,3040,遠見,-39.79,0.0,-55.79,-95.58
2026-07-29,3041,揚智,-411.0,0.0,-428.58,-839.5799999999999
2026-07-29,3042,晶技,2868.898,0.0,2778.516,5647.414000000001
2026-07-29,3043,科風,-2.356,0.0,-24.356,-26.712000000000003
2026-07-29,3044,健鼎,76.98,56.277,243.54,376.797
2026-07-29,3045,台灣大,3819.903,181.55,4551.379,8552.832
2026-07-29,3046,建碁,-101.261,0.0,-99.261,-200.522
2026-07-29,3047,訊舟,-524.72,0.0,-493.416,-1018.136
2026-07-29,3048,益登,1132.091,0.0,1014.557,2146.648
2026-07-29,3049,精金,735.2,0.0,564.622,1299.822
2026-07-29,3050,鈺德,16.7,0.0,22.7,39.4
2026-07-29,3051,力特,-86.1,0.0,-88.142,-174.242
2026-07-29,3052,夆典,-72.9,0.0,-70.9,-143.8
2026-07-29,3054,立萬利,53.0,0.0,48.64,101.64
2026-07-29,3055,蔚華科,-295.246,0.0,-336.266,-631.512
2026-07-29,3056,富華新,734.642,0.0,765.884,1500.526
2026-07-29,3057,喬鼎,36.1,0.0,40.1,76.2
2026-07-29,3058,立德,-57.6,0.0,-41.6,-99.2
2026-07-29,3059,華晶科,561.733,0.0,400.767,962.5
2026-07-29,3060,銘異,-1276.356,0.0,-1294.846,-2571.202
2026-07-29,3062,建漢,19.333,0.0,-13.357,5.975999999999999
2026-07-29,3066,李洲,85.897,96.112,0.0,96.112
2026-07-29,3071,協禧,-23.0,-22.937,0.0,-22.937
2026-07-29,3073,天方能源,-2.0,-2.6,0.0,-2.6
2026-07-29,3078,僑威,-205.85,-204.445,0.0,-204.445
2026-07-29,3081,聯亞,-110.298,-151.504,0.0,-151.504
2026-07-29,3083,網龍,108.0,107.332,0.0,107.332
2026-07-29,3086,華義*,217.0,211.831,0.0,211.831
2026-07-29,3088,艾訊,-238.697,-291.219,0.0,-291.219
2026-07-29,3090,日電貿,57.335,-442.0,67.909,-316.75600000000003
2026-07-29,3092,鴻碩,120.878,0.0,128.696,249.574
2026-07-29,3093,港建*,435.0,434.832,0.0,434.832
2026-07-29,3094,聯傑,217.852,0.0,217.816,435.668
2026-07-29,3095,及成,3.0,3.16,0.0,3.16
2026-07-29,3105,穩懋,-540.884,-1862.046,0.0,-1862.046
2026-07-29,3114,好德,-25.963,-25.665,0.0,-25.665
2026-07-29,3118,進階,-8.0,-10.003,0.0,-10.003
2026-07-29,3122,笙泉,26.0,26.63,0.0,26.63
2026-07-29,3128,昇銳,48.0,47.86,0.0,47.86
2026-07-29,3130,一零四,7.6,0.0,7.78,15.38
2026-07-29,3131,弘塑,-39.996,-45.012,0.0,-45.012
2026-07-29,3135,凌航,17.334,0.0,9.13,26.464
2026-07-29,3138,耀登,431.859,0.0,414.757,846.616
2026-07-29,3141,晶宏,87.416,80.063,0.0,80.063
2026-07-29,3147,大綜,87.01,71.506,0.0,71.506
2026-07-29,3149,正達,593.819,0.0,746.923,1340.742
2026-07-29,3150,鈺寶-創,13.8,0.0,9.8,23.6
2026-07-29,3152,璟德,-19.589,-33.488,0.0,-33.488
2026-07-29,3162,精確,444.218,432.195,0.0,432.195
2026-07-29,3163,波若威,811.474,720.252,0.0,720.252
2026-07-29,3164,景岳,4.5,0.0,20.5,25.0
2026-07-29,3167,大量,238.57,-102.0,300.57,437.14
2026-07-29,3168,眾福科,-17.995,0.0,-17.995,-35.99
2026-07-29,3169,亞信,-107.0,-109.45,0.0,-109.45
2026-07-29,3171,炎洲流通,-3.0,-2.0,0.0,-2.0
2026-07-29,3176,基亞,-45.0,-45.0,0.0,-45.0
2026-07-29,3178,公準,77.0,72.985,0.0,72.985
2026-07-29,3188,鑫龍騰,74.0,80.719,0.0,80.719
2026-07-29,3189,景碩,-1958.111,1817.0,-1870.581,-2011.692
2026-07-29,3191,雲嘉南,-1.0,-1.0,0.0,-1.0
2026-07-29,3205,佰研,40.0,41.22,0.0,41.22
2026-07-29,3206,志豐,27.0,18.98,0.0,18.98
2026-07-29,3207,耀勝,67.0,63.229,0.0,63.229
2026-07-29,3209,全科,455.225,0.0,433.331,888.556
2026-07-29,3211,順達,323.998,30.449,0.0,30.449
2026-07-29,3213,茂訊,-126.59,-126.244,0.0,-126.244
2026-07-29,3217,優群,-58.21,-63.19,0.0,-63.19
2026-07-29,3218,大學光,62.223,53.855,0.0,53.855
2026-07-29,3219,倚強科,13.0,3.407,0.0,3.407
2026-07-29,3221,台嘉碩,253.02,211.695,0.0,211.695
2026-07-29,3224,三顧,4.0,4.855,0.0,4.855
2026-07-29,3226,龍鋒,1.0,1.0,0.0,1.0
2026-07-29,3227,原相,-62.039,-99.743,0.0,-99.743
2026-07-29,3228,金麗科,131.0,121.502,0.0,121.502
2026-07-29,3229,晟鈦,-88.4,0.0,-58.4,-146.8
2026-07-29,3230,錦明,45.0,44.931,0.0,44.931
2026-07-29,3231,緯創,4022.653,1253.878,2386.259,7662.79
2026-07-29,3232,昱捷,19.0,22.991,0.0,22.991
2026-07-29,3234,光環,-73.0,-317.376,0.0,-317.376
2026-07-29,3236,千如,448.22,426.933,0.0,426.933
2026-07-29,3252,海灣,8.0,8.0,0.0,8.0
2026-07-29,3257,虹冠電,-58.859,0.0,-62.859,-121.718
2026-07-29,3259,鑫創,-2.0,-2.0,0.0,-2.0
2026-07-29,3260,威剛,2413.699,2512.646,0.0,2512.646
2026-07-29,3264,欣銓,-890.866,-959.214,0.0,-959.214
2026-07-29,3265,台星科,-16.762,-84.598,0.0,-84.598
2026-07-29,3266,昇陽,56.0,0.0,60.0,116.0
2026-07-29,3268,海德威,-36.0,-36.001,0.0,-36.001
2026-07-29,3272,東碩,41.0,41.104,0.0,41.104
2026-07-29,3276,宇環,111.001,113.05,0.0,113.05
2026-07-29,3284,太普高,193.16,193.162,0.0,193.162
2026-07-29,3285,微端,31.0,31.45,0.0,31.45
2026-07-29,3287,廣寰科,-1.0,-1.0,0.0,-1.0
2026-07-29,3289,宜特,506.0,446.624,0.0,446.624
2026-07-29,3290,東浦,111.038,58.349,0.0,58.349
2026-07-29,3293,鈊象,1072.296,1074.274,0.0,1074.274
2026-07-29,3294,英濟,480.011,472.578,0.0,472.578
2026-07-29,3296,勝德,91.7,0.0,87.7,179.4
2026-07-29,3297,杭特,36.0,35.766,0.0,35.766
2026-07-29,3303,岱稜,-44.0,-44.156,0.0,-44.156
2026-07-29,3305,昇貿,264.662,0.0,6.584,271.246
2026-07-29,3306,鼎天,-98.937,-98.668,0.0,-98.668
2026-07-29,3308,聯德,37.0,0.0,36.53,73.53
2026-07-29,3310,佳穎,3.0,2.967,0.0,2.967
2026-07-29,3311,閎暉,-100.824,0.0,-113.102,-213.926
2026-07-29,3312,弘憶股,533.669,0.0,501.599,1035.268
2026-07-29,3313,斐成,82.0,81.983,0.0,81.983
2026-07-29,3317,尼克森,600.86,589.158,0.0,589.158
2026-07-29,3321,同泰,20.5,0.0,18.5,39.0
2026-07-29,3322,建舜電,194.006,194.059,0.0,194.059
2026-07-29,3323,加百裕,250.038,234.119,0.0,234.119
2026-07-29,3324,雙鴻,563.098,353.876,0.0,353.876
2026-07-29,3325,旭品,16.0,15.925,0.0,15.925
2026-07-29,3332,幸康,3.0,3.0,0.0,3.0
2026-07-29,3338,泰碩,165.132,0.0,165.024,330.156
2026-07-29,3339,泰谷,247.0,247.055,0.0,247.055
2026-07-29,3346,麗清,-56.9,0.0,-51.832,-108.732
2026-07-29,3349,寶德,-12.0,-12.0,0.0,-12.0
2026-07-29,3354,律勝,129.0,128.637,0.0,128.637
2026-07-29,3356,奇偶,-130.761,0.0,-113.407,-244.168
2026-07-29,3357,臺慶科,531.824,526.97,0.0,526.97
2026-07-29,3360,尚立,422.0,430.998,0.0,430.998
2026-07-29,3362,先進光,1050.401,1125.958,0.0,1125.958
2026-07-29,3363,上詮,-270.901,-218.02,0.0,-218.02
2026-07-29,3372,典範,-154.0,-153.702,0.0,-153.702
2026-07-29,3373,熱映,68.0,67.573,0.0,67.573
2026-07-29,3374,精材,-558.913,-757.855,0.0,-757.855
2026-07-29,3376,新日興,204.04,1.0,-34.324,170.716
2026-07-29,3379,彬台,181.0,180.078,0.0,180.078
2026-07-29,3380,明泰,-965.968,5.0,-1170.444,-2131.412
2026-07-29,3388,崇越電,160.522,164.8,0.0,164.8
2026-07-29,3390,旭軟,-59.03,-59.03,0.0,-59.03
2026-07-29,3402,漢科,-155.728,-168.206,0.0,-168.206
2026-07-29,3406,玉晶光,147.461,-54.0,-19.233,74.22800000000001
2026-07-29,3413,京鼎,-798.296,0.0,-1007.404,-1805.7
2026-07-29,3416,融程電,-129.6,0.0,-168.304,-297.904
2026-07-29,3419,譁裕,-125.9,0.0,-123.9,-249.8
2026-07-29,3430,奇鈦科,247.962,250.488,0.0,250.488
2026-07-29,3432,台端,-1.4,0.0,-1.4,-2.8
2026-07-29,3434,哲固,-14.004,-13.95,0.0,-13.95
2026-07-29,3437,榮創,83.5,0.0,85.5,169.0
2026-07-29,3438,類比科,59.0,58.217,0.0,58.217
2026-07-29,3441,聯一光,-101.216,-100.534,0.0,-100.534
2026-07-29,3443,創意,77.554,-37.887,92.048,131.715
2026-07-29,3444,利機,38.0,39.054,0.0,39.054
2026-07-29,3447,展達,213.4,0.0,211.4,424.8
2026-07-29,3450,聯鈞,709.457,1.0,625.655,1336.112
2026-07-29,3455,由田,673.281,473.131,0.0,473.131
2026-07-29,3465,進泰電子,-7.0,-7.0,0.0,-7.0
2026-07-29,3466,德晉,113.0,112.265,0.0,112.265
2026-07-29,3467,台灣精材,97.0,92.975,0.0,92.975
2026-07-29,3479,安勤,-62.969,-49.963,0.0,-49.963
2026-07-29,3481,群創,-7747.523,-247.295,-12151.945,-20146.763
2026-07-29,3483,力致,2.847,-9.055,0.0,-9.055
2026-07-29,3484,崧騰,-88.0,-90.393,0.0,-90.393
2026-07-29,3485,敘豐,78.846,79.732,0.0,79.732
2026-07-29,3489,森寶,46.0,46.0,0.0,46.0
2026-07-29,3490,單井,-94.659,-88.652,0.0,-88.652
2026-07-29,3491,昇達科,628.425,625.392,0.0,625.392
